행정구역,2014년_계_총인구수,2014년_계_연령구간인구수,2014년_계_0~9세,2014년_계_10~19세,2014년_계_20~29세,2014년_계_30~39세,2014년_계_40~49세,2014년_계_50~59세,2014년_계_60~69세,2014년_계_70~79세,2014년_계_80~89세,2014년_계_90~99세,2014년_계_100세 이상,2014년_남_총인구수,2014년_남_연령구간인구수,2014년_남_0~9세,2014년_남_10~19세,2014년_남_20~29세,2014년_남_30~39세,2014년_남_40~49세,2014년_남_50~59세,2014년_남_60~69세,2014년_남_70~79세,2014년_남_80~89세,2014년_남_90~99세,2014년_남_100세 이상,2014년_여_총인구수,2014년_여_연령구간인구수,2014년_여_0~9세,2014년_여_10~19세,2014년_여_20~29세,2014년_여_30~39세,2014년_여_40~49세,2014년_여_50~59세,2014년_여_60~69세,2014년_여_70~79세,2014년_여_80~89세,2014년_여_90~99세,2014년_여_100세 이상,2015년_계_총인구수,2015년_계_연령구간인구수,2015년_계_0~9세,2015년_계_10~19세,2015년_계_20~29세,2015년_계_30~39세,2015년_계_40~49세,2015년_계_50~59세,2015년_계_60~69세,2015년_계_70~79세,2015년_계_80~89세,2015년_계_90~99세,2015년_계_100세 이상,2015년_남_총인구수,2015년_남_연령구간인구수,2015년_남_0~9세,2015년_남_10~19세,2015년_남_20~29세,2015년_남_30~39세,2015년_남_40~49세,2015년_남_50~59세,2015년_남_60~69세,2015년_남_70~79세,2015년_남_80~89세,2015년_남_90~99세,2015년_남_100세 이상,2015년_여_총인구수,2015년_여_연령구간인구수,2015년_여_0~9세,2015년_여_10~19세,2015년_여_20~29세,2015년_여_30~39세,2015년_여_40~49세,2015년_여_50~59세,2015년_여_60~69세,2015년_여_70~79세,2015년_여_80~89세,2015년_여_90~99세,2015년_여_100세 이상,2016년_계_총인구수,2016년_계_연령구간인구수,2016년_계_0~9세,2016년_계_10~19세,2016년_계_20~29세,2016년_계_30~39세,2016년_계_40~49세,2016년_계_50~59세,2016년_계_60~69세,2016년_계_70~79세,2016년_계_80~89세,2016년_계_90~99세,2016년_계_100세 이상,2016년_남_총인구수,2016년_남_연령구간인구수,2016년_남_0~9세,2016년_남_10~19세,2016년_남_20~29세,2016년_남_30~39세,2016년_남_40~49세,2016년_남_50~59세,2016년_남_60~69세,2016년_남_70~79세,2016년_남_80~89세,2016년_남_90~99세,2016년_남_100세 이상,2016년_여_총인구수,2016년_여_연령구간인구수,2016년_여_0~9세,2016년_여_10~19세,2016년_여_20~29세,2016년_여_30~39세,2016년_여_40~49세,2016년_여_50~59세,2016년_여_60~69세,2016년_여_70~79세,2016년_여_80~89세,2016년_여_90~99세,2016년_여_100세 이상,2017년_계_총인구수,2017년_계_연령구간인구수,2017년_계_0~9세,2017년_계_10~19세,2017년_계_20~29세,2017년_계_30~39세,2017년_계_40~49세,2017년_계_50~59세,2017년_계_60~69세,2017년_계_70~79세,2017년_계_80~89세,2017년_계_90~99세,2017년_계_100세 이상,2017년_남_총인구수,2017년_남_연령구간인구수,2017년_남_0~9세,2017년_남_10~19세,2017년_남_20~29세,2017년_남_30~39세,2017년_남_40~49세,2017년_남_50~59세,2017년_남_60~69세,2017년_남_70~79세,2017년_남_80~89세,2017년_남_90~99세,2017년_남_100세 이상,2017년_여_총인구수,2017년_여_연령구간인구수,2017년_여_0~9세,2017년_여_10~19세,2017년_여_20~29세,2017년_여_30~39세,2017년_여_40~49세,2017년_여_50~59세,2017년_여_60~69세,2017년_여_70~79세,2017년_여_80~89세,2017년_여_90~99세,2017년_여_100세 이상,2018년_계_총인구수,2018년_계_연령구간인구수,2018년_계_0~9세,2018년_계_10~19세,2018년_계_20~29세,2018년_계_30~39세,2018년_계_40~49세,2018년_계_50~59세,2018년_계_60~69세,2018년_계_70~79세,2018년_계_80~89세,2018년_계_90~99세,2018년_계_100세 이상,2018년_남_총인구수,2018년_남_연령구간인구수,2018년_남_0~9세,2018년_남_10~19세,2018년_남_20~29세,2018년_남_30~39세,2018년_남_40~49세,2018년_남_50~59세,2018년_남_60~69세,2018년_남_70~79세,2018년_남_80~89세,2018년_남_90~99세,2018년_남_100세 이상,2018년_여_총인구수,2018년_여_연령구간인구수,2018년_여_0~9세,2018년_여_10~19세,2018년_여_20~29세,2018년_여_30~39세,2018년_여_40~49세,2018년_여_50~59세,2018년_여_60~69세,2018년_여_70~79세,2018년_여_80~89세,2018년_여_90~99세,2018년_여_100세 이상,2019년_계_총인구수,2019년_계_연령구간인구수,2019년_계_0~9세,2019년_계_10~19세,2019년_계_20~29세,2019년_계_30~39세,2019년_계_40~49세,2019년_계_50~59세,2019년_계_60~69세,2019년_계_70~79세,2019년_계_80~89세,2019년_계_90~99세,2019년_계_100세 이상,2019년_남_총인구수,2019년_남_연령구간인구수,2019년_남_0~9세,2019년_남_10~19세,2019년_남_20~29세,2019년_남_30~39세,2019년_남_40~49세,2019년_남_50~59세,2019년_남_60~69세,2019년_남_70~79세,2019년_남_80~89세,2019년_남_90~99세,2019년_남_100세 이상,2019년_여_총인구수,2019년_여_연령구간인구수,2019년_여_0~9세,2019년_여_10~19세,2019년_여_20~29세,2019년_여_30~39세,2019년_여_40~49세,2019년_여_50~59세,2019년_여_60~69세,2019년_여_70~79세,2019년_여_80~89세,2019년_여_90~99세,2019년_여_100세 이상
서울특별시 도봉구,"353,709","353,709","26,166","38,431","48,464","51,673","60,454","61,869","36,092","22,303","7,125","1,012",120,"174,554","174,554","13,583","19,942","24,911","26,233","29,555","29,759","17,707","10,139","2,427",278,20,"179,155","179,155","12,583","18,489","23,553","25,440","30,899","32,110","18,385","12,164","4,698",734,100,"351,242","351,242","25,890","35,801","47,806","50,550","59,102","61,270","38,841","22,944","7,828","1,086",124,"173,029","173,029","13,442","18,483","24,648","25,742","28,930","29,358","18,924","10,467","2,730",285,20,"178,213","178,213","12,448","17,318","23,158","24,808","30,172","31,912","19,917","12,477","5,098",801,104,"348,220","348,220","25,106","33,690","47,217","48,916","57,768","60,650","41,226","23,824","8,525","1,169",129,"171,238","171,238","12,974","17,352","24,311","25,012","28,219","29,157","19,968","10,875","3,037",308,25,"176,982","176,982","12,132","16,338","22,906","23,904","29,549","31,493","21,258","12,949","5,488",861,104,"344,166","344,166","23,545","31,653","47,011","46,898","55,985","59,969","43,254","25,211","9,208","1,291",141,"168,759","168,759","12,146","16,249","24,163","23,994","27,426","28,594","20,984","11,486","3,335",355,27,"175,407","175,407","11,399","15,404","22,848","22,904","28,559","31,375","22,270","13,725","5,873",936,114,"339,413","339,413","22,184","29,699","46,095","45,532","53,130","59,615","45,165","26,440","9,953","1,454",146,"166,160","166,160","11,446","15,307","23,633","23,258","26,140","28,414","21,789","12,089","3,662",391,31,"173,253","173,253","10,738","14,392","22,462","22,274","26,990","31,201","23,376","14,351","6,291","1,063",115,"333,362","333,362","20,665","27,731","44,922","43,376","51,071","58,555","47,357","27,122","10,845","1,559",159,"163,051","163,051","10,685","14,259","23,012","22,173","25,263","27,865","22,779","12,458","4,088",428,41,"170,311","170,311","9,980","13,472","21,910","21,203","25,808","30,690","24,578","14,664","6,757","1,131",118
서울특별시 노원구,"582,552","582,552","46,684","76,023","78,269","85,843","107,185","93,246","50,839","31,428","11,170","1,661",204,"284,225","284,225","23,900","39,774","40,249","42,398","51,483","45,258","24,037","13,128","3,501",432,65,"298,327","298,327","22,784","36,249","38,020","43,445","55,702","47,988","26,802","18,300","7,669","1,229",139,"574,583","574,583","45,452","71,635","77,604","82,395","104,721","92,361","54,711","31,752","12,000","1,733",219,"279,987","279,987","23,320","37,384","39,907","40,784","50,263","44,806","25,773","13,419","3,849",413,69,"294,596","294,596","22,132","34,251","37,697","41,611","54,458","47,555","28,938","18,333","8,151","1,320",150,"567,581","567,581","44,051","67,824","77,584","79,345","102,368","91,272","57,630","32,737","12,707","1,836",227,"276,333","276,333","22,573","35,340","40,181","39,257","48,951","44,439","27,115","13,855","4,118",432,72,"291,248","291,248","21,478","32,484","37,403","40,088","53,417","46,833","30,515","18,882","8,589","1,404",155,"554,403","554,403","41,235","63,992","76,738","74,678","98,387","89,761","59,742","34,145","13,563","1,924",238,"269,508","269,508","21,146","33,293","39,837","37,087","47,016","43,494","28,155","14,490","4,481",441,68,"284,895","284,895","20,089","30,699","36,901","37,591","51,371","46,267","31,587","19,655","9,082","1,483",170,"543,752","543,752","38,147","60,444","76,371","71,376","93,598","89,522","62,273","35,303","14,403","2,074",241,"263,919","263,919","19,618","31,468","39,541","35,385","44,730","43,381","29,268","15,147","4,830",479,72,"279,833","279,833","18,529","28,976","36,830","35,991","48,868","46,141","33,005","20,156","9,573","1,595",169,"532,905","532,905","35,765","56,848","74,581","67,330","89,904","88,956","64,980","36,542","15,507","2,240",252,"257,923","257,923","18,411","29,590","38,517","33,453","42,879","43,083","30,365","15,730","5,276",542,77,"274,982","274,982","17,354","27,258","36,064","33,877","47,025","45,873","34,615","20,812","10,231","1,698",175
서울특별시 은평구,"498,644","498,644","40,171","52,005","65,053","81,982","86,118","79,000","50,917","32,301","9,350","1,416",331,"243,977","243,977","20,744","26,724","32,441","41,140","43,011","37,898","23,636","14,662","3,287",386,48,"254,667","254,667","19,427","25,281","32,612","40,842","43,107","41,102","27,281","17,639","6,063","1,030",283,"497,920","497,920","39,466","49,456","65,211","80,013","85,631","78,965","53,795","33,317","10,264","1,461",341,"242,975","242,975","20,255","25,401","32,441","40,174","42,781","37,815","24,862","15,061","3,736",401,48,"254,945","254,945","19,211","24,055","32,770","39,839","42,850","41,150","28,933","18,256","6,528","1,060",293,"491,476","491,476","37,685","46,957","64,921","76,274","84,489","78,187","55,532","34,225","11,321","1,524",361,"239,183","239,183","19,399","24,104","32,260","38,113","41,990","37,578","25,656","15,359","4,259",413,52,"252,293","252,293","18,286","22,853","32,661","38,161","42,499","40,609","29,876","18,866","7,062","1,111",309,"486,794","486,794","35,436","44,918","65,207","73,213","83,208","77,630","56,931","35,892","12,309","1,681",369,"236,353","236,353","18,214","23,116","32,378","36,600","41,346","37,203","26,278","16,008","4,728",428,54,"250,441","250,441","17,222","21,802","32,829","36,613","41,862","40,427","30,653","19,884","7,581","1,253",315,"483,197","483,197","33,399","42,905","65,317","71,862","80,095","77,972","58,799","37,276","13,368","1,820",384,"233,702","233,702","17,123","22,000","32,150","35,864","39,653","37,399","27,187","16,583","5,209",474,60,"249,495","249,495","16,276","20,905","33,167","35,998","40,442","40,573","31,612","20,693","8,159","1,346",324,"480,032","480,032","31,683","40,707","65,924","69,727","78,223","77,441","61,152","38,190","14,595","1,993",397,"231,528","231,528","16,220","20,856","32,239","34,675","38,647","37,260","28,301","16,916","5,777",567,70,"248,504","248,504","15,463","19,851","33,685","35,052","39,576","40,181","32,851","21,274","8,818","1,426",327
서울특별시 서대문구,"310,376","310,376","22,006","30,563","46,545","48,201","52,810","48,830","31,012","22,412","6,729","1,085",183,"151,338","151,338","11,309","15,666","23,283","24,290","26,482","23,637","14,149","9,853","2,333",295,41,"159,038","159,038","10,697","14,897","23,262","23,911","26,328","25,193","16,863","12,559","4,396",790,142,"312,141","312,141","22,476","29,179","47,147","47,840","52,545","48,798","32,575","22,664","7,580","1,138",199,"152,008","152,008","11,574","14,806","23,670","24,056","26,269","23,721","14,890","9,897","2,764",316,45,"160,133","160,133","10,902","14,373","23,477","23,784","26,276","25,077","17,685","12,767","4,816",822,154,"314,194","314,194","22,467","28,070","47,814","47,523","52,404","49,351","33,807","23,027","8,336","1,180",215,"152,510","152,510","11,526","14,220","23,782","23,801","26,024","24,163","15,531","10,031","3,052",328,52,"161,684","161,684","10,941","13,850","24,032","23,722","26,380","25,188","18,276","12,996","5,284",852,163,"312,800","312,800","21,803","26,874","48,152","46,246","51,377","49,467","34,562","23,815","8,995","1,283",226,"151,144","151,144","11,103","13,648","23,817","23,039","25,393","24,089","15,995","10,321","3,357",326,56,"161,656","161,656","10,700","13,226","24,335","23,207","25,984","25,378","18,567","13,494","5,638",957,170,"310,313","310,313","21,180","25,513","48,427","45,526","49,319","49,357","35,620","24,100","9,648","1,376",247,"149,569","149,569","10,806","12,937","23,765","22,554","24,454","23,947","16,627","10,371","3,683",364,61,"160,744","160,744","10,374","12,576","24,662","22,972","24,865","25,410","18,993","13,729","5,965","1,012",186,"309,397","309,397","20,395","24,615","48,834","44,681","48,096","49,404","36,792","24,190","10,579","1,534",277,"148,663","148,663","10,468","12,368","23,747","22,208","23,799","23,894","17,262","10,357","4,061",426,73,"160,734","160,734","9,927","12,247","25,087","22,473","24,297","25,510","19,530","13,833","6,518","1,108",204
서울특별시 마포구,"385,439","385,439","31,621","36,225","57,915","73,171","66,725","54,682","33,579","22,859","7,316","1,128",218,"186,177","186,177","16,240","18,424","27,547","35,746","33,641","26,439","15,094","10,062","2,616",322,46,"199,262","199,262","15,381","17,801","30,368","37,425","33,084","28,243","18,485","12,797","4,700",806,172,"387,643","387,643","31,587","34,744","58,681","72,731","66,902","55,201","35,148","23,143","8,044","1,212",250,"186,495","186,495","16,132","17,657","27,751","35,391","33,566","26,721","15,859","10,136","2,898",329,55,"201,148","201,148","15,455","17,087","30,930","37,340","33,336","28,480","19,289","13,007","5,146",883,195,"379,892","379,892","30,663","32,846","57,870","70,027","66,103","53,937","35,435","23,077","8,438","1,217",279,"182,162","182,162","15,627","16,650","27,193","33,845","32,863","26,353","16,087","10,052","3,095",332,65,"197,730","197,730","15,036","16,196","30,677","36,182","33,240","27,584","19,348","13,025","5,343",885,214,"374,915","374,915","29,057","31,659","58,115","67,697","64,994","53,207","35,926","23,594","9,106","1,284",276,"178,939","178,939","14,817","16,046","27,113","32,575","32,038","26,001","16,342","10,184","3,405",356,62,"195,976","195,976","14,240","15,613","31,002","35,122","32,956","27,206","19,584","13,410","5,701",928,214,"375,077","375,077","27,746","30,948","59,561","66,963","63,669","53,898","36,862","24,096","9,675","1,364",295,"178,240","178,240","14,103","15,635","27,611","31,949","31,283","26,378","16,826","10,319","3,683",385,68,"196,837","196,837","13,643","15,313","31,950","35,014","32,386","27,520","20,036","13,777","5,992",979,227,"374,035","374,035","26,560","29,727","60,735","65,646","62,468","54,170","38,044","24,340","10,495","1,532",318,"176,891","176,891","13,479","15,047","27,797","31,161","30,410","26,621","17,508","10,342","4,018",431,77,"197,144","197,144","13,081","14,680","32,938","34,485","32,058","27,549","20,536","13,998","6,477","1,101",241
서울특별시 양천구,"486,221","486,221","38,765","66,656","65,285","70,290","92,141","80,596","42,141","21,565","7,504","1,154",124,"241,020","241,020","19,937","35,372","33,301","34,600","44,240","40,369","21,090","9,549","2,257",280,25,"245,201","245,201","18,828","31,284","31,984","35,690","47,901","40,227","21,051","12,016","5,247",874,99,"484,532","484,532","39,013","63,344","65,341","69,223","90,418","80,215","45,584","22,078","7,983","1,201",132,"239,995","239,995","20,081","33,483","33,399","34,247","43,422","40,040","22,636","9,908","2,475",274,30,"244,537","244,537","18,932","29,861","31,942","34,976","46,996","40,175","22,948","12,170","5,508",927,102,"477,739","477,739","38,397","59,881","64,116","67,387","88,277","79,071","47,772","22,977","8,457","1,251",153,"236,290","236,290","19,730","31,558","32,890","33,277","42,256","39,575","23,535","10,445","2,698",292,34,"241,449","241,449","18,667","28,323","31,226","34,110","46,021","39,496","24,237","12,532","5,759",959,119,"471,154","471,154","36,786","57,338","63,191","64,917","85,812","78,411","49,755","24,316","9,124","1,354",150,"232,518","232,518","18,904","30,095","32,513","31,962","41,093","39,055","24,320","11,262","2,960",318,36,"238,636","238,636","17,882","27,243","30,678","32,955","44,719","39,356","25,435","13,054","6,164","1,036",114,"464,185","464,185","34,792","55,101","61,953","62,817","82,682","77,941","51,800","25,850","9,609","1,477",163,"228,634","228,634","17,802","28,864","31,896","30,857","39,629","38,824","25,107","12,044","3,221",351,39,"235,551","235,551","16,990","26,237","30,057","31,960","43,053","39,117","26,693","13,806","6,388","1,126",124,"458,165","458,165","33,156","52,583","60,964","59,835","80,660","77,424","54,491","27,087","10,214","1,581",170,"225,186","225,186","17,069","27,414","31,299","29,367","38,610","38,520","26,306","12,661","3,507",392,41,"232,979","232,979","16,087","25,169","29,665","30,468","42,050","38,904","28,185","14,426","6,707","1,189",129
서울특별시 강서구,"585,160","585,160","50,372","59,005","83,207","107,111","95,339","94,041","56,160","28,210","9,999","1,532",184,"286,644","286,644","25,630","30,455","41,059","54,358","47,411","44,537","27,182","12,550","3,018",389,55,"298,516","298,516","24,742","28,550","42,148","52,753","47,928","49,504","28,978","15,660","6,981","1,143",129,"589,074","589,074","50,383","55,998","83,941","106,920","95,417","93,601","60,884","29,298","10,807","1,634",191,"287,947","287,947","25,707","28,677","41,152","54,291","47,634","44,315","29,069","13,233","3,402",411,56,"301,127","301,127","24,676","27,321","42,789","52,629","47,783","49,286","31,815","16,065","7,405","1,223",135,"595,485","595,485","50,711","53,550","85,425","107,459","96,023","93,154","64,553","31,106","11,529","1,774",201,"290,478","290,478","25,863","27,419","41,496","54,633","47,877","44,153","30,532","14,310","3,695",445,55,"305,007","305,007","24,848","26,131","43,929","52,826","48,146","49,001","34,021","16,796","7,834","1,329",146,"601,691","601,691","49,225","51,725","87,795","108,193","96,605","92,194","67,811","33,797","12,232","1,919",195,"292,989","292,989","25,092","26,490","42,216","55,010","48,443","43,684","31,849","15,677","4,019",462,47,"308,702","308,702","24,133","25,235","45,579","53,183","48,162","48,510","35,962","18,120","8,213","1,457",148,"596,949","596,949","46,680","49,481","87,277","106,818","94,297","91,098","70,312","35,756","12,928","2,093",209,"290,079","290,079","23,855","25,257","41,644","54,296","47,332","43,239","32,817","16,691","4,398",490,60,"306,870","306,870","22,825","24,224","45,633","52,522","46,965","47,859","37,495","19,065","8,530","1,603",149,"591,796","591,796","43,968","47,442","87,418","103,078","93,276","89,067","73,580","37,550","13,896","2,303",218,"286,563","286,563","22,477","24,218","41,222","52,201","46,838","42,338","34,266","17,576","4,820",543,64,"305,233","305,233","21,491","23,224","46,196","50,877","46,438","46,729","39,314","19,974","9,076","1,760",154
서울특별시 구로구,"425,831","425,831","38,589","39,315","57,359","78,938","69,538","66,991","43,941","23,492","6,630",909,129,"213,213","213,213","19,795","20,432","28,671","40,603","36,122","32,521","21,583","11,073","2,177",203,33,"212,618","212,618","18,794","18,883","28,688","38,335","33,416","34,470","22,358","12,419","4,453",706,96,"422,092","422,092","38,029","37,129","56,806","75,923","68,645","66,292","46,560","24,360","7,265",946,137,"210,440","210,440","19,296","19,301","28,205","38,813","35,534","32,356","22,636","11,559","2,492",215,33,"211,652","211,652","18,733","17,828","28,601","37,110","33,111","33,936","23,924","12,801","4,773",731,104,"417,551","417,551","36,429","35,381","56,440","72,401","68,269","65,600","48,424","25,504","7,935","1,018",150,"207,667","207,667","18,413","18,386","27,952","36,964","35,200","32,177","23,322","12,159","2,842",217,35,"209,884","209,884","18,016","16,995","28,488","35,437","33,069","33,423","25,102","13,345","5,093",801,115,"410,742","410,742","34,069","33,912","55,574","68,579","67,127","64,587","49,650","27,395","8,577","1,122",150,"204,003","204,003","17,255","17,599","27,616","34,913","34,483","31,780","23,760","13,097","3,227",240,33,"206,739","206,739","16,814","16,313","27,958","33,666","32,644","32,807","25,890","14,298","5,350",882,117,"404,497","404,497","31,394","32,623","55,130","65,587","64,816","64,139","51,157","28,761","9,515","1,220",155,"200,417","200,417","15,941","16,813","27,412","33,287","33,377","31,493","24,322","13,762","3,702",274,34,"204,080","204,080","15,453","15,810","27,718","32,300","31,439","32,646","26,835","14,999","5,813",946,121,"406,664","406,664","30,501","31,579","55,652","64,654","64,447","63,993","53,427","30,373","10,495","1,387",156,"200,987","200,987","15,563","16,306","27,354","32,899","33,156","31,449","25,246","14,489","4,153",339,33,"205,677","205,677","14,938","15,273","28,298","31,755","31,291","32,544","28,181","15,884","6,342","1,048",123
서울특별시 금천구,"238,463","238,463","16,582","22,375","34,764","38,992","40,821","41,651","24,984","13,786","3,822",573,113,"121,878","121,878","8,452","11,617","18,326","21,155","21,122","21,063","12,280","6,416","1,253",158,36,"116,585","116,585","8,130","10,758","16,438","17,837","19,699","20,588","12,704","7,370","2,569",415,77,"236,284","236,284","16,328","20,752","34,550","37,628","39,528","41,742","26,502","14,324","4,204",598,128,"120,604","120,604","8,327","10,696","18,185","20,518","20,425","21,155","12,968","6,699","1,431",158,42,"115,680","115,680","8,001","10,056","16,365","17,110","19,103","20,587","13,534","7,625","2,773",440,86,"235,386","235,386","15,943","19,417","34,506","36,817","38,379","42,149","27,871","14,988","4,571",598,147,"119,885","119,885","8,154","9,917","18,078","20,099","19,771","21,400","13,622","7,029","1,611",150,54,"115,501","115,501","7,789","9,500","16,428","16,718","18,608","20,749","14,249","7,959","2,960",448,93,"235,154","235,154","15,450","18,265","34,793","36,582","37,358","42,106","28,856","16,031","4,925",648,140,"119,497","119,497","7,940","9,344","18,039","19,929","19,442","21,213","14,129","7,469","1,798",148,46,"115,657","115,657","7,510","8,921","16,754","16,653","17,916","20,893","14,727","8,562","3,127",500,94,"233,917","233,917","14,657","16,916","35,587","36,215","35,429","42,099","29,976","16,797","5,341",749,151,"118,915","118,915","7,485","8,607","18,532","19,875","18,425","21,205","14,694","7,846","2,022",173,51,"115,002","115,002","7,172","8,309","17,055","16,340","17,004","20,894","15,282","8,951","3,319",576,100,"232,810","232,810","13,746","15,805","36,241","35,666","34,191","41,350","31,511","17,440","5,917",775,168,"118,209","118,209","7,047","8,053","18,634","19,684","17,826","20,792","15,466","8,140","2,331",180,56,"114,601","114,601","6,699","7,752","17,607","15,982","16,365","20,558","16,045","9,300","3,586",595,112
서울특별시 영등포구,"382,352","382,352","29,958","33,377","55,011","69,305","62,917","61,097","39,067","23,224","7,031","1,122",243,"191,464","191,464","15,357","17,436","27,047","35,685","32,835","30,502","19,043","10,685","2,464",337,73,"190,888","190,888","14,601","15,941","27,964","33,620","30,082","30,595","20,024","12,539","4,567",785,170,"378,504","378,504","29,502","31,029","54,712","68,215","61,493","60,002","40,948","23,502","7,721","1,162",218,"189,394","189,394","15,134","16,233","26,760","35,132","32,003","30,171","19,860","10,848","2,850",344,59,"189,110","189,110","14,368","14,796","27,952","33,083","29,490","29,831","21,088","12,654","4,871",818,159,"370,613","370,613","28,442","29,116","53,949","66,187","59,720","58,350","41,411","23,668","8,336","1,206",228,"185,200","185,200","14,525","15,314","26,232","34,036","30,904","29,531","20,115","10,953","3,183",344,63,"185,413","185,413","13,917","13,802","27,717","32,151","28,816","28,819","21,296","12,715","5,153",862,165,"368,550","368,550","27,376","27,633","54,346","65,512","58,709","57,455","42,263","24,756","9,005","1,261",234,"183,975","183,975","14,025","14,595","26,503","33,681","30,292","28,998","20,510","11,483","3,486",348,54,"184,575","184,575","13,351","13,038","27,843","31,831","28,417","28,457","21,753","13,273","5,519",913,180,"367,778","367,778","26,289","26,126","55,544","66,210","56,635","56,851","43,146","25,715","9,659","1,354",249,"183,224","183,224","13,391","13,812","26,769","34,144","29,205","28,790","20,898","11,962","3,814",380,59,"184,554","184,554","12,898","12,314","28,775","32,066","27,430","28,061","22,248","13,753","5,845",974,190,"367,678","367,678","25,447","24,859","56,655","65,986","55,524","56,168","44,526","26,266","10,510","1,468",269,"182,438","182,438","12,913","13,093","26,939","34,016","28,530","28,440","21,637","12,169","4,226",409,66,"185,240","185,240","12,534","11,766","29,716","31,970","26,994","27,728","22,889","14,097","6,284","1,059",203
